PLAYER	TEAM	AGE	FGM	FGA	FG%	FGM	FGA	FG%	FGM	FGA	FG%	FGM	FGA	FG%	FGM	FGA	FG%	FGM	FGA	FG%
Ashton Hagans	MIN	21	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
Austin Rivers	DEN	28	39	65	60.0	3	17	17.6	6	12	50.0	1	2	50.0	17	51	33.3	37	94	39.4
Avery Bradley	HOU	30	25	35	71.4	1	9	11.1	1	5	20.0	2	13	15.4	21	57	36.8	14	51	27.5
Axel Toupane	MIL	28	3	6	50.0	0	0	0.0	0	1	0.0	0	1	0.0	0	2	0.0	1	1	100
Bam Adebayo	MIA	23	261	365	71.5	76	159	47.8	73	156	46.8	39	102	38.2	6	12	50.0	1	5	20.0
Ben McLemore	LAL	28	24	41	58.5	4	10	40.0	1	7	14.3	5	17	29.4	55	117	47.0	45	168	26.8
Ben Simmons	PHI	24	257	406	63.3	50	125	40.0	11	37	29.7	4	5	80.0	1	5	20.0	2	4	50.0
Bismack Biyombo	CHA	28	130	207	62.8	9	24	37.5	3	8	37.5	0	2	0.0	0	1	0.0	0	0	0.0
Blake Griffin	BKN	32	87	145	60.0	13	36	36.1	2	11	18.2	2	9	22.2	20	78	25.6	49	126	38.9
Boban Marjanovic	DAL	32	46	75	61.3	8	21	38.1	4	10	40.0	3	8	37.5	0	0	0.0	1	8	12.5
Bobby Portis	MIL	26	127	199	63.8	32	75	42.7	44	82	53.7	25	66	37.9	42	88	47.7	43	88	48.9
Bogdan Bogdanovic	ATL	28	48	81	59.3	18	41	43.9	26	58	44.8	24	42	57.1	70	147	47.6	79	189	41.8
Bojan Bogdanovic	UTA	32	137	249	55.0	55	126	43.7	30	69	43.5	4	18	22.2	94	259	36.3	85	201	42.3
Bol Bol	DEN	21	10	12	83.3	2	8	25.0	2	7	28.6	1	3	33.3	6	11	54.5	4	17	23.5
Brad Wanamaker	CHA	31	68	132	51.5	11	29	37.9	5	17	29.4	7	22	31.8	11	27	40.7	13	69	18.8
Bradley Beal	WAS	28	274	434	63.1	88	189	46.6	66	155	42.6	91	178	51.1	60	158	38.0	91	264	34.5
Brandon Clarke	MEM	24	169	247	68.4	37	94	39.4	26	64	40.6	4	11	36.4	15	60	25.0	5	19	26.3
Brandon Goodwin	ATL	25	28	63	44.4	10	23	43.5	10	20	50.0	4	10	40.0	11	28	39.3	20	71	28.2
Brandon Ingram	NOP	23	127	200	63.5	33	85	38.8	94	196	48.0	101	206	49.0	70	176	39.8	88	232	37.9
Brian Bowen II	IND	22	1	1	100	0	0	0.0	0	0	0.0	0	2	0.0	0	0	0.0	0	1	0.0
